fbus;tbus;r;x;b;rateA;rateB;rateC;ratio;angle;status;angmin;angmax
24;3;0.01068;0.07936;0.12155;274.0;274.0;274.0;1.0;0.0;1;-30.0;30.0
37;27;0.00585;0.04027;0.07161;341.0;341.0;341.0;1.0;0.0;1;-30.0;30.0
39;26;0.00585;0.04027;0.07161;341.0;341.0;341.0;1.0;0.0;1;-30.0;30.0
15;8;0.00558;0.04147;0.0629;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
46;14;0.00089;0.0063;0.0108;346.0;346.0;346.0;1.0;0.0;1;-30.0;30.0
31;15;0.00442;0.02374;0.04477;303.0;303.0;303.0;1.0;0.0;1;-30.0;30.0
47;7;0.00494;0.0269;0.04225;305.0;305.0;305.0;1.0;0.0;1;-30.0;30.0
26;6;0.00287;0.01671;0.02467;315.0;315.0;315.0;1.0;0.0;1;-30.0;30.0
37;1;0.0012;0.0089;0.01512;353.0;353.0;353.0;1.0;0.0;1;-30.0;30.0
39;2;0.0012;0.0089;0.01513;353.0;353.0;353.0;1.0;0.0;1;-30.0;30.0
38;32;0.00399;0.02901;0.04808;350.0;350.0;350.0;1.0;0.0;1;-30.0;30.0
34;12;0.00298;0.03445;0.94221;794.0;794.0;794.0;1.0;0.0;1;-30.0;30.0
40;34;0.00358;0.04122;1.13382;696.0;696.0;696.0;1.0;0.0;1;-30.0;30.0
20;41;0.00342;0.03928;1.08288;730.0;730.0;730.0;1.0;0.0;1;-30.0;30.0
11;22;0.00286;0.0335;0.89392;799.0;799.0;799.0;1.0;0.0;1;-30.0;30.0
11;20;0.0011;0.01259;0.3496;790.0;790.0;790.0;1.0;0.0;1;-30.0;30.0
44;41;0.00076;0.00868;0.24096;789.0;789.0;789.0;1.0;0.0;1;-30.0;30.0
79;74;0.01054;0.06151;0.09306;315.0;315.0;315.0;1.0;0.0;1;-30.0;30.0
76;71;0.00905;0.06723;0.10296;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
83;49;0.0114;0.06587;0.09975;274.0;274.0;274.0;1.0;0.0;1;-30.0;30.0
66;49;0.0107;0.06628;0.10825;324.0;324.0;324.0;1.0;0.0;1;-30.0;30.0
74;57;0.00543;0.03733;0.06668;341.0;341.0;341.0;1.0;0.0;1;-30.0;30.0
75;59;0.00543;0.03733;0.06668;341.0;341.0;341.0;1.0;0.0;1;-30.0;30.0
75;49;0.00657;0.0481;0.0727;351.0;351.0;351.0;1.0;0.0;1;-30.0;30.0
84;67;0.00302;0.0201;0.03069;336.0;336.0;336.0;1.0;0.0;1;-30.0;30.0
67;53;0.007;0.05138;0.08084;352.0;352.0;352.0;1.0;0.0;1;-30.0;30.0
51;70;0.00329;0.02506;0.0439;358.0;358.0;358.0;1.0;0.0;1;-30.0;30.0
52;50;0.00789;0.05868;0.08985;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
71;52;0.00558;0.04062;0.06491;350.0;350.0;350.0;1.0;0.0;1;-30.0;30.0
83;51;0.00452;0.03366;0.05156;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
83;82;0.00134;0.00996;0.01337;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
78;57;0.00618;0.04353;0.07649;345.0;345.0;345.0;1.0;0.0;1;-30.0;30.0
79;58;0.00618;0.04353;0.07649;345.0;345.0;345.0;1.0;0.0;1;-30.0;30.0
78;54;0.01219;0.0637;0.09333;299.0;299.0;299.0;1.0;0.0;1;-30.0;30.0
77;55;0.00246;0.01826;0.02798;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
62;54;0.00242;0.01531;0.02249;328.0;328.0;328.0;1.0;0.0;1;-30.0;30.0
65;61;0.0017;0.01977;0.53386;796.0;796.0;796.0;1.0;0.0;1;-30.0;30.0
73;69;0.00116;0.013;0.33856;782.0;782.0;782.0;1.0;0.0;1;-30.0;30.0
56;72;0.00218;0.02536;0.68579;796.0;796.0;796.0;1.0;0.0;1;-30.0;30.0
80;73;0.00105;0.01123;0.28195;765.0;765.0;765.0;1.0;0.0;1;-30.0;30.0
64;81;0.00119;0.01428;0.36666;808.0;808.0;808.0;1.0;0.0;1;-30.0;30.0
68;60;0.00184;0.02139;0.5777;796.0;796.0;796.0;1.0;0.0;1;-30.0;30.0
113;144;0.00488;0.03362;0.05961;341.0;341.0;341.0;1.0;0.0;1;-30.0;30.0
91;124;0.01093;0.05919;0.08439;290.0;290.0;290.0;1.0;0.0;1;-30.0;30.0
124;111;0.00194;0.01415;0.0223;351.0;351.0;351.0;1.0;0.0;1;-30.0;30.0
95;150;0.00192;0.01355;0.023;345.0;345.0;345.0;1.0;0.0;1;-30.0;30.0
150;102;0.00238;0.01667;0.02846;344.0;344.0;344.0;1.0;0.0;1;-30.0;30.0
123;150;0.00279;0.02017;0.03204;349.0;349.0;349.0;1.0;0.0;1;-30.0;30.0
151;149;0.00066;0.00496;0.00758;356.0;356.0;356.0;1.0;0.0;1;-30.0;30.0
123;151;0.00537;0.04039;0.06005;356.0;356.0;356.0;1.0;0.0;1;-30.0;30.0
108;151;0.00083;0.00525;0.00868;305.0;305.0;305.0;1.0;0.0;1;-30.0;30.0
117;137;0.01589;0.0876;0.11682;307.0;307.0;307.0;1.0;0.0;1;-30.0;30.0
97;130;0.00217;0.01459;0.02575;316.0;316.0;316.0;1.0;0.0;1;-30.0;30.0
134;118;0.01773;0.11678;0.16361;273.0;273.0;273.0;1.0;0.0;1;-30.0;30.0
145;90;0.00593;0.04093;0.07215;342.0;342.0;342.0;1.0;0.0;1;-30.0;30.0
125;107;0.0039;0.02847;0.04498;351.0;351.0;351.0;1.0;0.0;1;-30.0;30.0
136;95;0.00816;0.04242;0.0612;298.0;298.0;298.0;1.0;0.0;1;-30.0;30.0
137;94;0.00816;0.04242;0.0612;298.0;298.0;298.0;1.0;0.0;1;-30.0;30.0
95;92;0.00519;0.03839;0.05875;353.0;353.0;353.0;1.0;0.0;1;-30.0;30.0
94;89;0.00213;0.01403;0.0226;334.0;334.0;334.0;1.0;0.0;1;-30.0;30.0
131;94;0.00463;0.02775;0.04612;319.0;319.0;319.0;1.0;0.0;1;-30.0;30.0
120;88;0.01122;0.07074;0.11571;290.0;290.0;290.0;1.0;0.0;1;-30.0;30.0
127;135;0.00601;0.04147;0.07364;342.0;342.0;342.0;1.0;0.0;1;-30.0;30.0
108;85;0.00207;0.01279;0.02055;316.0;316.0;316.0;1.0;0.0;1;-30.0;30.0
103;107;0.00136;0.0099;0.01586;350.0;350.0;350.0;1.0;0.0;1;-30.0;30.0
148;104;0.00058;0.00417;0.00684;348.0;348.0;348.0;1.0;0.0;1;-30.0;30.0
152;92;0.00085;0.00624;0.00954;352.0;352.0;352.0;1.0;0.0;1;-30.0;30.0
153;93;0.00085;0.00626;0.00948;352.0;352.0;352.0;1.0;0.0;1;-30.0;30.0
119;93;0.00159;0.01112;0.01913;344.0;344.0;344.0;1.0;0.0;1;-30.0;30.0
144;121;0.00314;0.02159;0.03839;341.0;341.0;341.0;1.0;0.0;1;-30.0;30.0
145;128;0.00455;0.03157;0.05531;342.0;342.0;342.0;1.0;0.0;1;-30.0;30.0
121;101;0.00145;0.01008;0.01719;343.0;343.0;343.0;1.0;0.0;1;-30.0;30.0
122;112;0.00384;0.02721;0.04517;346.0;346.0;346.0;1.0;0.0;1;-30.0;30.0
129;96;0.00777;0.04128;0.06391;302.0;302.0;302.0;1.0;0.0;1;-30.0;30.0
106;94;0.00446;0.03041;0.04867;290.0;290.0;290.0;1.0;0.0;1;-30.0;30.0
135;125;0.00589;0.03506;0.05235;318.0;318.0;318.0;1.0;0.0;1;-30.0;30.0
126;116;0.00316;0.02378;0.03527;356.0;356.0;356.0;1.0;0.0;1;-30.0;30.0
134;95;0.00184;0.0126;0.0224;340.0;340.0;340.0;1.0;0.0;1;-30.0;30.0
123;105;0.00171;0.00961;0.01424;310.0;310.0;310.0;1.0;0.0;1;-30.0;30.0
115;95;0.00341;0.02442;0.03997;348.0;348.0;348.0;1.0;0.0;1;-30.0;30.0
135;94;0.00184;0.0126;0.02239;340.0;340.0;340.0;1.0;0.0;1;-30.0;30.0
100;114;0.0057;0.04149;0.06617;350.0;350.0;350.0;1.0;0.0;1;-30.0;30.0
143;136;0.00459;0.02463;0.03616;303.0;303.0;303.0;1.0;0.0;1;-30.0;30.0
142;127;0.00215;0.01333;0.02211;325.0;325.0;325.0;1.0;0.0;1;-30.0;30.0
117;87;0.00079;0.00488;0.00726;137.0;137.0;137.0;1.0;0.0;1;-30.0;30.0
118;86;0.00079;0.00488;0.00724;137.0;137.0;137.0;1.0;0.0;1;-30.0;30.0
110;146;0.00241;0.02782;0.77066;793.0;793.0;793.0;1.0;0.0;1;-30.0;30.0
99;147;0.00213;0.02432;0.67744;789.0;789.0;789.0;1.0;0.0;1;-30.0;30.0
140;132;0.00091;0.0104;0.28989;789.0;789.0;789.0;1.0;0.0;1;-30.0;30.0
141;139;0.00312;0.03563;0.99107;789.0;789.0;789.0;1.0;0.0;1;-30.0;30.0
132;147;0.00092;0.01051;0.29293;789.0;789.0;789.0;1.0;0.0;1;-30.0;30.0
202;181;0.01039;0.08983;0.11422;356.0;356.0;356.0;1.0;0.0;1;-30.0;30.0
203;180;0.01039;0.08983;0.11422;356.0;356.0;356.0;1.0;0.0;1;-30.0;30.0
205;180;0.01455;0.0813;0.13279;309.0;309.0;309.0;1.0;0.0;1;-30.0;30.0
206;181;0.01455;0.0813;0.13279;309.0;309.0;309.0;1.0;0.0;1;-30.0;30.0
158;206;0.00519;0.03965;0.05836;358.0;358.0;358.0;1.0;0.0;1;-30.0;30.0
158;168;0.00083;0.00645;0.00951;361.0;361.0;361.0;1.0;0.0;1;-30.0;30.0
192;163;0.01105;0.08107;0.12824;352.0;352.0;352.0;1.0;0.0;1;-30.0;30.0
159;182;0.00597;0.04473;0.06735;355.0;355.0;355.0;1.0;0.0;1;-30.0;30.0
199;202;0.01736;0.10969;0.16268;290.0;290.0;290.0;1.0;0.0;1;-30.0;30.0
176;203;0.00938;0.06093;0.08934;332.0;332.0;332.0;1.0;0.0;1;-30.0;30.0
179;181;0.01246;0.09134;0.14349;349.0;349.0;349.0;1.0;0.0;1;-30.0;30.0
156;160;0.00514;0.03826;0.05933;305.0;305.0;305.0;1.0;0.0;1;-30.0;30.0
172;166;0.01062;0.0789;0.12085;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
178;209;0.00769;0.0569;0.08673;353.0;353.0;353.0;1.0;0.0;1;-30.0;30.0
178;208;0.00225;0.01667;0.02541;286.0;286.0;286.0;1.0;0.0;1;-30.0;30.0
199;170;0.01851;0.1088;0.14435;292.0;292.0;292.0;1.0;0.0;1;-30.0;30.0
204;198;0.00236;0.01411;0.02031;229.0;229.0;229.0;1.0;0.0;1;-30.0;30.0
198;163;0.00355;0.02607;0.04096;352.0;352.0;352.0;1.0;0.0;1;-30.0;30.0
199;194;0.013;0.07589;0.11484;315.0;315.0;315.0;1.0;0.0;1;-30.0;30.0
198;177;0.00934;0.0539;0.08683;314.0;314.0;314.0;1.0;0.0;1;-30.0;30.0
170;154;0.00698;0.0374;0.05463;303.0;303.0;303.0;1.0;0.0;1;-30.0;30.0
169;155;0.00436;0.03202;0.0503;352.0;352.0;352.0;1.0;0.0;1;-30.0;30.0
191;170;0.0006;0.00351;0.00555;316.0;316.0;316.0;1.0;0.0;1;-30.0;30.0
192;169;0.0006;0.00351;0.00555;316.0;316.0;316.0;1.0;0.0;1;-30.0;30.0
179;166;0.01058;0.07762;0.12203;352.0;352.0;352.0;1.0;0.0;1;-30.0;30.0
185;172;0.00469;0.03486;0.05338;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
173;164;0.00568;0.04012;0.07033;345.0;345.0;345.0;1.0;0.0;1;-30.0;30.0
196;164;0.00105;0.00733;0.01258;343.0;343.0;343.0;1.0;0.0;1;-30.0;30.0
197;185;0.00744;0.05397;0.09307;350.0;350.0;350.0;1.0;0.0;1;-30.0;30.0
206;157;0.00221;0.01618;0.02541;351.0;351.0;351.0;1.0;0.0;1;-30.0;30.0
207;205;0.00525;0.03837;0.06052;351.0;351.0;351.0;1.0;0.0;1;-30.0;30.0
210;202;0.00236;0.01746;0.02676;353.0;353.0;353.0;1.0;0.0;1;-30.0;30.0
183;161;0.00274;0.02778;0.69846;746.0;746.0;746.0;1.0;0.0;1;-30.0;30.0
189;162;0.00171;0.01741;0.45456;747.0;747.0;747.0;1.0;0.0;1;-30.0;30.0
187;190;0.00136;0.01599;0.41965;800.0;800.0;800.0;1.0;0.0;1;-30.0;30.0
200;175;0.00373;0.04344;1.172;661.0;661.0;661.0;1.0;0.0;1;-30.0;30.0
218;225;0.02738;0.14254;0.20047;222.0;222.0;222.0;1.0;0.0;1;-30.0;30.0
232;238;0.02709;0.15992;0.26125;199.0;199.0;199.0;1.0;0.0;1;-30.0;30.0
219;243;0.01909;0.11277;0.16673;274.0;274.0;274.0;1.0;0.0;1;-30.0;30.0
221;226;0.008;0.05936;0.10081;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
225;211;0.00186;0.02155;0.05317;437.0;437.0;437.0;1.0;0.0;1;-30.0;30.0
237;239;0.00738;0.05486;0.09318;274.0;274.0;274.0;1.0;0.0;1;-30.0;30.0
220;236;0.00556;0.04198;0.06158;274.0;274.0;274.0;1.0;0.0;1;-30.0;30.0
233;228;0.00205;0.01421;0.02506;342.0;342.0;342.0;1.0;0.0;1;-30.0;30.0
243;212;0.00568;0.04215;0.0716;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
235;213;0.00131;0.01547;0.41152;802.0;802.0;802.0;1.0;0.0;1;-30.0;30.0
215;222;0.00224;0.02606;0.70304;796.0;796.0;796.0;1.0;0.0;1;-30.0;30.0
229;216;0.0024;0.02795;0.75408;796.0;796.0;796.0;1.0;0.0;1;-30.0;30.0
240;234;0.0015;0.01768;0.46944;801.0;801.0;801.0;1.0;0.0;1;-30.0;30.0
215;240;0.00133;0.01553;0.41901;797.0;797.0;797.0;1.0;0.0;1;-30.0;30.0
216;241;0.00133;0.01553;0.41898;797.0;797.0;797.0;1.0;0.0;1;-30.0;30.0
486;1;0.00157;0.06612;0.0;160.0;160.0;160.0;0.99491;0.0;1;-30.0;30.0
487;2;0.00157;0.06612;0.0;160.0;160.0;160.0;0.9909;0.0;1;-30.0;30.0
310;308;0.00101;0.04727;0.0;300.0;300.0;300.0;0.91667;0.0;1;-30.0;30.0
310;41;0.00079;0.03678;0.0;426.0;426.0;426.0;0.91667;0.0;1;-30.0;30.0
313;4;0.00165;0.06736;0.0;160.0;160.0;160.0;1.04356;0.0;1;-30.0;30.0
5;3;0.00068;0.08078;0.0;160.0;160.0;160.0;0.9999;0.0;1;-30.0;30.0
314;5;0.00072;-0.01281;0.0;160.0;160.0;160.0;1.02537;0.0;1;-30.0;30.0
315;5;-0.00012;0.1674;0.0;253.0;253.0;253.0;0.94157;0.0;1;-30.0;30.0
347;6;0.00165;0.06901;0.0;160.0;160.0;160.0;1.03315;0.0;1;-30.0;30.0
348;7;0.00165;0.06901;0.0;160.0;160.0;160.0;1.03303;0.0;1;-30.0;30.0
10;8;0.00079;0.07524;0.0;160.0;160.0;160.0;0.9999;0.0;1;-30.0;30.0
425;10;0.00081;-0.00714;0.0;160.0;160.0;160.0;1.00521;0.0;1;-30.0;30.0
427;10;-0.00024;0.15701;0.0;269.0;269.0;269.0;0.94157;0.0;1;-30.0;30.0
426;8;0.00165;0.0686;0.0;160.0;160.0;160.0;1.02676;0.0;1;-30.0;30.0
426;13;0.00066;0.0269;0.0;250.0;250.0;250.0;1.10119;0.0;1;-30.0;30.0
428;13;-0.00044;0.00942;0.0;50.0;50.0;50.0;0.98438;0.0;1;-30.0;30.0
17;14;0.00059;0.07897;0.0;160.0;160.0;160.0;0.9999;0.0;1;-30.0;30.0
439;17;0.0006;-0.01352;0.0;160.0;160.0;160.0;1.07516;0.0;1;-30.0;30.0
442;17;-0.00467;0.16067;0.0;16.0;16.0;16.0;0.94157;0.0;1;-30.0;30.0
18;15;0.00062;0.08296;0.0;160.0;160.0;160.0;0.9999;0.0;1;-30.0;30.0
440;18;0.00062;-0.01547;0.0;160.0;160.0;160.0;1.07516;0.0;1;-30.0;30.0
443;18;-0.00056;0.17867;0.0;16.0;16.0;16.0;0.94157;0.0;1;-30.0;30.0
441;16;0.00165;0.06775;0.0;160.0;160.0;160.0;1.09622;0.0;1;-30.0;30.0
450;21;0.00011;-0.00462;0.0;330.0;330.0;330.0;1.09089;0.0;1;-30.0;30.0
452;21;0.00452;0.07233;0.0;63.0;63.0;63.0;0.96037;0.0;1;-30.0;30.0
459;22;0.00087;0.05244;-0.02144;330.0;330.0;330.0;1.1175;0.0;1;-30.0;30.0
479;24;0.00124;0.06839;0.0;160.0;160.0;160.0;1.02703;0.0;1;-30.0;30.0
478;25;0.00124;0.06839;0.0;160.0;160.0;160.0;1.01196;0.0;1;-30.0;30.0
484;26;0.00165;0.06901;0.0;160.0;160.0;160.0;1.04795;0.0;1;-30.0;30.0
485;27;0.00165;0.06901;0.0;160.0;160.0;160.0;1.02755;0.0;1;-30.0;30.0
491;28;0.00155;0.06612;0.0;160.0;160.0;160.0;1.08759;0.0;1;-30.0;30.0
492;29;0.00157;0.06612;0.0;160.0;160.0;160.0;1.09829;0.0;1;-30.0;30.0
498;30;0.00165;0.06901;0.0;160.0;160.0;160.0;1.09028;0.0;1;-30.0;30.0
499;31;0.00165;0.06901;0.0;160.0;160.0;160.0;1.09028;0.0;1;-30.0;30.0
500;32;0.00157;0.06798;0.0;160.0;160.0;160.0;1.01602;0.0;1;-30.0;30.0
501;33;0.00165;0.06901;0.0;160.0;160.0;160.0;1.02703;0.0;1;-30.0;30.0
509;36;0.00067;0.023;0.0;250.0;250.0;250.0;1.11802;0.0;1;-30.0;30.0
511;36;-0.00044;0.01252;0.0;50.0;50.0;50.0;0.98438;0.0;1;-30.0;30.0
571;43;0.00165;0.06818;0.0;160.0;160.0;160.0;1.13473;0.0;1;-30.0;30.0
601;44;0.00137;0.06119;-0.01504;250.0;250.0;250.0;1.05095;0.0;1;-30.0;30.0
602;45;0.00137;0.06119;-0.01504;250.0;250.0;250.0;1.05095;0.0;1;-30.0;30.0
682;46;0.00165;0.06901;0.0;160.0;160.0;160.0;1.09851;0.0;1;-30.0;30.0
737;47;0.00165;0.06901;0.0;160.0;160.0;160.0;1.08569;0.0;1;-30.0;30.0
738;48;0.00165;0.06901;0.0;160.0;160.0;160.0;1.08569;0.0;1;-30.0;30.0
756;49;0.0014;0.0668;0.0;160.0;160.0;160.0;1.0225;0.0;1;-30.0;30.0
761;50;0.00151;0.06715;0.0;160.0;160.0;160.0;1.01599;0.0;1;-30.0;30.0
785;52;0.00157;0.07808;0.0;160.0;160.0;160.0;1.00521;0.0;1;-30.0;30.0
789;53;0.00149;0.06616;0.0;160.0;160.0;160.0;1.02676;0.0;1;-30.0;30.0
846;57;0.00157;0.06775;0.0;160.0;160.0;160.0;1.0225;0.0;1;-30.0;30.0
849;62;0.00163;0.06946;0.0;160.0;160.0;160.0;1.01196;0.0;1;-30.0;30.0
851;64;0.00135;0.06052;0.0;250.0;250.0;250.0;1.04876;0.0;1;-30.0;30.0
882;65;0.00135;0.06052;0.0;250.0;250.0;250.0;1.07213;0.0;1;-30.0;30.0
903;66;0.00119;0.06558;0.0;160.0;160.0;160.0;1.04115;0.0;1;-30.0;30.0
923;69;0.0014;0.06235;0.0;250.0;250.0;250.0;1.05095;0.0;1;-30.0;30.0
927;68;0.00139;0.05984;0.0;250.0;250.0;250.0;1.06772;0.0;1;-30.0;30.0
935;71;0.00145;0.06839;0.0;160.0;160.0;160.0;1.0225;0.0;1;-30.0;30.0
955;76;0.00165;0.06775;0.0;160.0;160.0;160.0;1.01039;0.0;1;-30.0;30.0
954;77;0.00157;0.06775;0.0;160.0;160.0;160.0;1.00433;0.0;1;-30.0;30.0
967;78;0.00163;0.06783;0.0;160.0;160.0;160.0;1.00562;0.0;1;-30.0;30.0
966;79;0.00143;0.06831;0.0;160.0;160.0;160.0;1.00143;0.0;1;-30.0;30.0
976;80;0.00139;0.0608;0.0;250.0;250.0;250.0;1.05095;0.0;1;-30.0;30.0
977;81;0.0014;0.06235;0.0;250.0;250.0;250.0;1.05095;0.0;1;-30.0;30.0
1008;82;0.00163;0.06754;0.0;160.0;160.0;160.0;1.01633;0.0;1;-30.0;30.0
1042;84;0.00161;0.06762;0.0;160.0;160.0;160.0;1.02703;0.0;1;-30.0;30.0
1065;85;0.00119;0.06565;-0.003;160.0;160.0;160.0;1.02994;0.0;1;-30.0;30.0
