bus;Eg;Xd;H
1479;0.0;0.0;0.0
1500;0.0;0.0;0.0
1502;0.0;0.0;0.0
1502;0.0;0.0;0.0
1522;0.0;0.0;0.0
1523;0.0;0.0;0.0
1553;0.0;0.0;0.0
1553;0.0;0.0;0.0
1560;0.0;0.0;0.0
1564;0.0;0.0;0.0
1564;0.0;0.0;0.0
1565;0.0;0.0;0.0
1566;0.0;0.0;0.0
1570;0.0;0.0;0.0
1570;0.0;0.0;0.0
1584;0.0;0.0;0.0
1594;0.0;0.0;0.0
1594;0.0;0.0;0.0
1599;0.0;0.0;0.0
1599;0.0;0.0;0.0
1605;0.0;0.0;0.0
1619;0.0;0.0;0.0
1619;0.0;0.0;0.0
1630;0.0;0.0;0.0
1643;0.0;0.0;0.0
1644;0.0;0.0;0.0
1644;0.0;0.0;0.0
1645;0.0;0.0;0.0
1648;0.0;0.0;0.0
1659;0.0;0.0;0.0
1675;0.0;0.0;0.0
1675;0.0;0.0;0.0
1684;0.0;0.0;0.0
1684;0.0;0.0;0.0
1685;0.0;0.0;0.0
1686;0.0;0.0;0.0
1686;0.0;0.0;0.0
1687;0.0;0.0;0.0
1688;0.0;0.0;0.0
1693;0.0;0.0;0.0
1697;0.0;0.0;0.0
1697;0.0;0.0;0.0
1697;0.0;0.0;0.0
1700;0.0;0.0;0.0
1703;0.0;0.0;0.0
1704;0.0;0.0;0.0
1706;0.0;0.0;0.0
1717;0.0;0.0;0.0
1728;0.0;0.0;0.0
1728;0.0;0.0;0.0
1731;0.0;0.0;0.0
1733;0.0;0.0;0.0
1740;0.0;0.0;0.0
1740;0.0;0.0;0.0
1747;0.0;0.0;0.0
1748;0.0;0.0;0.0
1749;0.0;0.0;0.0
1803;0.0;0.0;0.0
1813;0.0;0.0;0.0
1830;0.0;0.0;0.0
1837;0.0;0.0;0.0
1843;0.0;0.0;0.0
1843;0.0;0.0;0.0
1853;0.0;0.0;0.0
1853;0.0;0.0;0.0
1861;0.0;0.0;0.0
1864;0.0;0.0;0.0
1864;0.0;0.0;0.0
1869;0.0;0.0;0.0
1869;0.0;0.0;0.0
1869;0.0;0.0;0.0
1870;0.0;0.0;0.0
1871;0.0;0.0;0.0
1872;0.0;0.0;0.0
1877;0.0;0.0;0.0
1886;0.0;0.0;0.0
1894;0.0;0.0;0.0
1895;0.0;0.0;0.0
1896;0.0;0.0;0.0
1897;0.0;0.0;0.0
1909;0.0;0.0;0.0
1928;0.0;0.0;0.0
1940;0.0;0.0;0.0
1941;0.0;0.0;0.0
1949;0.0;0.0;0.0
1960;0.0;0.0;0.0
1968;0.0;0.0;0.0
1969;0.0;0.0;0.0
1970;0.0;0.0;0.0
1971;0.0;0.0;0.0
1972;0.0;0.0;0.0
1981;0.0;0.0;0.0
1981;0.0;0.0;0.0
1982;0.0;0.0;0.0
1983;0.0;0.0;0.0
1985;0.0;0.0;0.0
1987;0.0;0.0;0.0
1987;0.0;0.0;0.0
1993;0.0;0.0;0.0
2001;0.0;0.0;0.0
2008;0.0;0.0;0.0
2019;0.0;0.0;0.0
2020;0.0;0.0;0.0
2020;0.0;0.0;0.0
2025;0.0;0.0;0.0
2029;0.0;0.0;0.0
2037;0.0;0.0;0.0
2051;0.0;0.0;0.0
2061;0.0;0.0;0.0
2085;0.0;0.0;0.0
2098;0.0;0.0;0.0
2099;0.0;0.0;0.0
2103;0.0;0.0;0.0
2123;0.0;0.0;0.0
2123;0.0;0.0;0.0
2151;0.0;0.0;0.0
2151;0.0;0.0;0.0
2161;0.0;0.0;0.0
2165;0.0;0.0;0.0
2166;0.0;0.0;0.0
2182;0.0;0.0;0.0
2182;0.0;0.0;0.0
2187;0.0;0.0;0.0
2190;0.0;0.0;0.0
2190;0.0;0.0;0.0
2192;0.0;0.0;0.0
2193;0.0;0.0;0.0
2195;0.0;0.0;0.0
2226;0.0;0.0;0.0
2226;0.0;0.0;0.0
2245;0.0;0.0;0.0
2245;0.0;0.0;0.0
2247;0.0;0.0;0.0
2247;0.0;0.0;0.0
2281;0.0;0.0;0.0
2291;0.0;0.0;0.0
2295;0.0;0.0;0.0
2297;0.0;0.0;0.0
2303;0.0;0.0;0.0
2303;0.0;0.0;0.0
2329;0.0;0.0;0.0
2335;0.0;0.0;0.0
2339;0.0;0.0;0.0
2341;0.0;0.0;0.0
2341;0.0;0.0;0.0
2341;0.0;0.0;0.0
2342;0.0;0.0;0.0
2342;0.0;0.0;0.0
2343;0.0;0.0;0.0
2364;0.0;0.0;0.0
2365;0.0;0.0;0.0
2366;0.0;0.0;0.0
2367;0.0;0.0;0.0
2368;0.0;0.0;0.0
2378;0.0;0.0;0.0
2394;0.0;0.0;0.0
2396;0.0;0.0;0.0
2396;0.0;0.0;0.0
2412;0.0;0.0;0.0
2414;0.0;0.0;0.0
2414;0.0;0.0;0.0
2421;0.0;0.0;0.0
2421;0.0;0.0;0.0
2421;0.0;0.0;0.0
2433;0.0;0.0;0.0
2437;0.0;0.0;0.0
2437;0.0;0.0;0.0
2440;0.0;0.0;0.0
2440;0.0;0.0;0.0
2444;0.0;0.0;0.0
2445;0.0;0.0;0.0
2460;0.0;0.0;0.0
2461;0.0;0.0;0.0
2461;0.0;0.0;0.0
2464;0.0;0.0;0.0
2475;0.0;0.0;0.0
2481;0.0;0.0;0.0
2495;0.0;0.0;0.0
2523;0.0;0.0;0.0
2523;0.0;0.0;0.0
2529;0.0;0.0;0.0
2529;0.0;0.0;0.0
2530;0.0;0.0;0.0
2530;0.0;0.0;0.0
2532;0.0;0.0;0.0
2545;0.0;0.0;0.0
2547;0.0;0.0;0.0
2555;0.0;0.0;0.0
2555;0.0;0.0;0.0
2558;0.0;0.0;0.0
2563;0.0;0.0;0.0
2576;0.0;0.0;0.0
2576;0.0;0.0;0.0
2581;0.0;0.0;0.0
2586;0.0;0.0;0.0
2586;0.0;0.0;0.0
2592;0.0;0.0;0.0
2601;0.0;0.0;0.0
2601;0.0;0.0;0.0
2610;0.0;0.0;0.0
2611;0.0;0.0;0.0
2616;0.0;0.0;0.0
2624;0.0;0.0;0.0
2624;0.0;0.0;0.0
2627;0.0;0.0;0.0
2640;0.0;0.0;0.0
2640;0.0;0.0;0.0
2640;0.0;0.0;0.0
2643;0.0;0.0;0.0
2644;0.0;0.0;0.0
2645;0.0;0.0;0.0
2645;0.0;0.0;0.0
2645;0.0;0.0;0.0
2646;0.0;0.0;0.0
2646;0.0;0.0;0.0
2646;0.0;0.0;0.0
2649;0.0;0.0;0.0
2649;0.0;0.0;0.0
2652;0.0;0.0;0.0
2659;0.0;0.0;0.0
2659;0.0;0.0;0.0
2660;0.0;0.0;0.0
2660;0.0;0.0;0.0
2662;0.0;0.0;0.0
2663;0.0;0.0;0.0
2663;0.0;0.0;0.0
2664;0.0;0.0;0.0
2664;0.0;0.0;0.0
2665;0.0;0.0;0.0
2669;0.0;0.0;0.0
2669;0.0;0.0;0.0
2669;0.0;0.0;0.0
2669;0.0;0.0;0.0
2669;0.0;0.0;0.0
2674;0.0;0.0;0.0
2688;0.0;0.0;0.0
2695;0.0;0.0;0.0
2729;0.0;0.0;0.0
2734;0.0;0.0;0.0
2734;0.0;0.0;0.0
2766;0.0;0.0;0.0
2776;0.0;0.0;0.0
2812;0.0;0.0;0.0
2813;0.0;0.0;0.0
2818;0.0;0.0;0.0
2822;0.0;0.0;0.0
2833;0.0;0.0;0.0
2838;0.0;0.0;0.0
2840;0.0;0.0;0.0
2840;0.0;0.0;0.0
2843;0.0;0.0;0.0
2843;0.0;0.0;0.0
2845;0.0;0.0;0.0
2845;0.0;0.0;0.0
2857;0.0;0.0;0.0
2868;0.0;0.0;0.0
2874;0.0;0.0;0.0
2876;0.0;0.0;0.0
2876;0.0;0.0;0.0
2884;0.0;0.0;0.0
2899;0.0;0.0;0.0
2899;0.0;0.0;0.0
2899;0.0;0.0;0.0
2904;0.0;0.0;0.0
2904;0.0;0.0;0.0
2904;0.0;0.0;0.0
2908;0.0;0.0;0.0
2928;0.0;0.0;0.0
2929;0.0;0.0;0.0
2941;0.0;0.0;0.0
2948;0.0;0.0;0.0
2954;0.0;0.0;0.0
2954;0.0;0.0;0.0
2975;0.0;0.0;0.0
2982;0.0;0.0;0.0
2993;0.0;0.0;0.0
3020;0.0;0.0;0.0
3020;0.0;0.0;0.0
3021;0.0;0.0;0.0
3022;0.0;0.0;0.0
3022;0.0;0.0;0.0
3024;0.0;0.0;0.0
3027;0.0;0.0;0.0
3027;0.0;0.0;0.0
3029;0.0;0.0;0.0
3036;0.0;0.0;0.0
3038;0.0;0.0;0.0
3049;0.0;0.0;0.0
3059;0.0;0.0;0.0
3060;0.0;0.0;0.0
3070;0.0;0.0;0.0
3098;0.0;0.0;0.0
3107;0.0;0.0;0.0
3110;0.0;0.0;0.0
3113;0.0;0.0;0.0
3116;0.0;0.0;0.0
3117;0.0;0.0;0.0
3118;0.0;0.0;0.0
3122;0.0;0.0;0.0
3123;0.0;0.0;0.0
3123;0.0;0.0;0.0
3125;0.0;0.0;0.0
3126;0.0;0.0;0.0
3131;0.0;0.0;0.0
3132;0.0;0.0;0.0
3132;0.0;0.0;0.0
3136;0.0;0.0;0.0
3136;0.0;0.0;0.0
3140;0.0;0.0;0.0
3140;0.0;0.0;0.0
3142;0.0;0.0;0.0
3147;0.0;0.0;0.0
3147;0.0;0.0;0.0
3151;0.0;0.0;0.0
3157;0.0;0.0;0.0
3159;0.0;0.0;0.0
3159;0.0;0.0;0.0
3159;0.0;0.0;0.0
3178;0.0;0.0;0.0
3178;0.0;0.0;0.0
3185;0.0;0.0;0.0
3185;0.0;0.0;0.0
3188;0.0;0.0;0.0
3188;0.0;0.0;0.0
3210;0.0;0.0;0.0
3219;0.0;0.0;0.0
3219;0.0;0.0;0.0
3238;0.0;0.0;0.0
3239;0.0;0.0;0.0
3241;0.0;0.0;0.0
3244;0.0;0.0;0.0
3246;0.0;0.0;0.0
3250;0.0;0.0;0.0
3260;0.0;0.0;0.0
3264;0.0;0.0;0.0
3265;0.0;0.0;0.0
3265;0.0;0.0;0.0
3265;0.0;0.0;0.0
3266;0.0;0.0;0.0
3266;0.0;0.0;0.0
3276;0.0;0.0;0.0
3276;0.0;0.0;0.0
3280;0.0;0.0;0.0
3281;0.0;0.0;0.0
3282;0.0;0.0;0.0
3295;0.0;0.0;0.0
3301;0.0;0.0;0.0
3308;0.0;0.0;0.0
3308;0.0;0.0;0.0
3313;0.0;0.0;0.0
3313;0.0;0.0;0.0
3315;0.0;0.0;0.0
3315;0.0;0.0;0.0
3339;0.0;0.0;0.0
3345;0.0;0.0;0.0
3377;0.0;0.0;0.0
3377;0.0;0.0;0.0
3382;0.0;0.0;0.0
3383;0.0;0.0;0.0
3405;0.0;0.0;0.0
3408;0.0;0.0;0.0
3418;0.0;0.0;0.0
3418;0.0;0.0;0.0
3418;0.0;0.0;0.0
3418;0.0;0.0;0.0
3418;0.0;0.0;0.0
3423;0.0;0.0;0.0
3423;0.0;0.0;0.0
3424;0.0;0.0;0.0
3424;0.0;0.0;0.0
3431;0.0;0.0;0.0
3434;0.0;0.0;0.0
3437;0.0;0.0;0.0
3440;0.0;0.0;0.0
3440;0.0;0.0;0.0
3445;0.0;0.0;0.0
3450;0.0;0.0;0.0
3451;0.0;0.0;0.0
3454;0.0;0.0;0.0
3461;0.0;0.0;0.0
3468;0.0;0.0;0.0
3488;0.0;0.0;0.0
3491;0.0;0.0;0.0
3491;0.0;0.0;0.0
3495;0.0;0.0;0.0
3504;0.0;0.0;0.0
3505;0.0;0.0;0.0
3507;0.0;0.0;0.0
3508;0.0;0.0;0.0
3513;0.0;0.0;0.0
3513;0.0;0.0;0.0
3521;0.0;0.0;0.0
3530;0.0;0.0;0.0
3544;0.0;0.0;0.0
3545;0.0;0.0;0.0
3549;0.0;0.0;0.0
3550;0.0;0.0;0.0
3550;0.0;0.0;0.0
3550;0.0;0.0;0.0
3584;0.0;0.0;0.0
3586;0.0;0.0;0.0
3586;0.0;0.0;0.0
3587;0.0;0.0;0.0
3587;0.0;0.0;0.0
3600;0.0;0.0;0.0
3600;0.0;0.0;0.0
3600;0.0;0.0;0.0
3604;0.0;0.0;0.0
3604;0.0;0.0;0.0
3636;0.0;0.0;0.0
3646;0.0;0.0;0.0
3646;0.0;0.0;0.0
3649;0.0;0.0;0.0
3651;0.0;0.0;0.0
3651;0.0;0.0;0.0
3652;0.0;0.0;0.0
3657;0.0;0.0;0.0
3660;0.0;0.0;0.0
3661;0.0;0.0;0.0
3667;0.0;0.0;0.0
3667;0.0;0.0;0.0
3668;0.0;0.0;0.0
3684;0.0;0.0;0.0
3686;0.0;0.0;0.0
3692;0.0;0.0;0.0
3694;0.0;0.0;0.0
3696;0.0;0.0;0.0
3713;0.0;0.0;0.0
3715;0.0;0.0;0.0
3716;0.0;0.0;0.0
3717;0.0;0.0;0.0
3744;0.0;0.0;0.0
3748;0.0;0.0;0.0
3753;0.0;0.0;0.0
3758;0.0;0.0;0.0
3758;0.0;0.0;0.0
3760;0.0;0.0;0.0
3761;0.0;0.0;0.0
3796;0.0;0.0;0.0
3796;0.0;0.0;0.0
3799;0.0;0.0;0.0
3799;0.0;0.0;0.0
3799;0.0;0.0;0.0
3801;0.0;0.0;0.0
3801;0.0;0.0;0.0
3816;0.0;0.0;0.0
3817;0.0;0.0;0.0
3818;0.0;0.0;0.0
3822;0.0;0.0;0.0
3826;0.0;0.0;0.0
3836;0.0;0.0;0.0
3842;0.0;0.0;0.0
3842;0.0;0.0;0.0
3853;0.0;0.0;0.0
3863;0.0;0.0;0.0
3868;0.0;0.0;0.0
3869;0.0;0.0;0.0
3876;0.0;0.0;0.0
3889;0.0;0.0;0.0
3893;0.0;0.0;0.0
3893;0.0;0.0;0.0
3904;0.0;0.0;0.0
3904;0.0;0.0;0.0
3919;0.0;0.0;0.0
3924;0.0;0.0;0.0
3925;0.0;0.0;0.0
3927;0.0;0.0;0.0
3939;0.0;0.0;0.0
3940;0.0;0.0;0.0
3951;0.0;0.0;0.0
3968;0.0;0.0;0.0
3968;0.0;0.0;0.0
3969;0.0;0.0;0.0
3969;0.0;0.0;0.0
3977;0.0;0.0;0.0
3977;0.0;0.0;0.0
3987;0.0;0.0;0.0
3987;0.0;0.0;0.0
3987;0.0;0.0;0.0
3998;0.0;0.0;0.0
3998;0.0;0.0;0.0
4000;0.0;0.0;0.0
4000;0.0;0.0;0.0
4025;0.0;0.0;0.0
4029;0.0;0.0;0.0
4031;0.0;0.0;0.0
4031;0.0;0.0;0.0
4054;0.0;0.0;0.0
4055;0.0;0.0;0.0
4055;0.0;0.0;0.0
4065;0.0;0.0;0.0
4071;0.0;0.0;0.0
4108;0.0;0.0;0.0
4125;0.0;0.0;0.0
4129;0.0;0.0;0.0
4129;0.0;0.0;0.0
4129;0.0;0.0;0.0
4131;0.0;0.0;0.0
4131;0.0;0.0;0.0
4169;0.0;0.0;0.0
4198;0.0;0.0;0.0
4198;0.0;0.0;0.0
4216;0.0;0.0;0.0
4217;0.0;0.0;0.0
4231;0.0;0.0;0.0
4235;0.0;0.0;0.0
4244;0.0;0.0;0.0
4245;0.0;0.0;0.0
4260;0.0;0.0;0.0
4260;0.0;0.0;0.0
4274;0.0;0.0;0.0
4274;0.0;0.0;0.0
4275;0.0;0.0;0.0
4275;0.0;0.0;0.0
4293;0.0;0.0;0.0
4299;0.0;0.0;0.0
4300;0.0;0.0;0.0
4301;0.0;0.0;0.0
4305;0.0;0.0;0.0
4309;0.0;0.0;0.0
4309;0.0;0.0;0.0
4315;0.0;0.0;0.0
4319;0.0;0.0;0.0
4320;0.0;0.0;0.0
4324;0.0;0.0;0.0
4326;0.0;0.0;0.0
4326;0.0;0.0;0.0
4327;0.0;0.0;0.0
4337;0.0;0.0;0.0
4337;0.0;0.0;0.0
4345;0.0;0.0;0.0
4352;0.0;0.0;0.0
4371;0.0;0.0;0.0
4371;0.0;0.0;0.0
4376;0.0;0.0;0.0
4379;0.0;0.0;0.0
4384;0.0;0.0;0.0
4384;0.0;0.0;0.0
4384;0.0;0.0;0.0
4393;0.0;0.0;0.0
4413;0.0;0.0;0.0
4413;0.0;0.0;0.0
4414;0.0;0.0;0.0
4414;0.0;0.0;0.0
4415;0.0;0.0;0.0
4431;0.0;0.0;0.0
4449;0.0;0.0;0.0
4449;0.0;0.0;0.0
4451;0.0;0.0;0.0
4451;0.0;0.0;0.0
4455;0.0;0.0;0.0
4456;0.0;0.0;0.0
4475;0.0;0.0;0.0
4477;0.0;0.0;0.0
4478;0.0;0.0;0.0
4479;0.0;0.0;0.0
4480;0.0;0.0;0.0
4481;0.0;0.0;0.0
4482;0.0;0.0;0.0
4495;0.0;0.0;0.0
4508;0.0;0.0;0.0
4511;0.0;0.0;0.0
4511;0.0;0.0;0.0
4515;0.0;0.0;0.0
4524;0.0;0.0;0.0
4524;0.0;0.0;0.0
4538;0.0;0.0;0.0
4538;0.0;0.0;0.0
4538;0.0;0.0;0.0
4538;0.0;0.0;0.0
4538;0.0;0.0;0.0
4567;0.0;0.0;0.0
4571;0.0;0.0;0.0
4574;0.0;0.0;0.0
4574;0.0;0.0;0.0
4582;0.0;0.0;0.0
4583;0.0;0.0;0.0
4585;0.0;0.0;0.0
4588;0.0;0.0;0.0
4588;0.0;0.0;0.0
4623;0.0;0.0;0.0
4634;0.0;0.0;0.0
4635;0.0;0.0;0.0
4636;0.0;0.0;0.0
4645;0.0;0.0;0.0
4646;0.0;0.0;0.0
4651;0.0;0.0;0.0
4657;0.0;0.0;0.0
4661;0.0;0.0;0.0
4662;0.0;0.0;0.0
4669;0.0;0.0;0.0
4669;0.0;0.0;0.0
4674;0.0;0.0;0.0
4674;0.0;0.0;0.0
4674;0.0;0.0;0.0
4674;0.0;0.0;0.0
4674;0.0;0.0;0.0
4686;0.0;0.0;0.0
4701;0.0;0.0;0.0
4701;0.0;0.0;0.0
4701;0.0;0.0;0.0
4718;0.0;0.0;0.0
4718;0.0;0.0;0.0
4719;0.0;0.0;0.0
4719;0.0;0.0;0.0
4720;0.0;0.0;0.0
4721;0.0;0.0;0.0
4721;0.0;0.0;0.0
4721;0.0;0.0;0.0
4757;0.0;0.0;0.0
4758;0.0;0.0;0.0
4758;0.0;0.0;0.0
4759;0.0;0.0;0.0
4759;0.0;0.0;0.0
4768;0.0;0.0;0.0
4771;0.0;0.0;0.0
4778;0.0;0.0;0.0
4783;0.0;0.0;0.0
4789;0.0;0.0;0.0
4794;0.0;0.0;0.0
4805;0.0;0.0;0.0
4815;0.0;0.0;0.0
4818;0.0;0.0;0.0
4819;0.0;0.0;0.0
4819;0.0;0.0;0.0
4820;0.0;0.0;0.0
4820;0.0;0.0;0.0
4825;0.0;0.0;0.0
4825;0.0;0.0;0.0
4826;0.0;0.0;0.0
4826;0.0;0.0;0.0
4827;0.0;0.0;0.0
4827;0.0;0.0;0.0
4828;0.0;0.0;0.0
4828;0.0;0.0;0.0
4829;0.0;0.0;0.0
4829;0.0;0.0;0.0
4830;0.0;0.0;0.0
4830;0.0;0.0;0.0
4837;0.0;0.0;0.0
4837;0.0;0.0;0.0
4848;0.0;0.0;0.0
4856;0.0;0.0;0.0
4856;0.0;0.0;0.0
4869;0.0;0.0;0.0
4869;0.0;0.0;0.0
4876;0.0;0.0;0.0
4883;0.0;0.0;0.0
4887;0.0;0.0;0.0
4887;0.0;0.0;0.0
4899;0.0;0.0;0.0
4903;0.0;0.0;0.0
